,precision,recall,f1-score,support
benign,0.9150943396226415,0.8220338983050848,0.8660714285714286,118.0
malignant,0.918918918918919,0.9635627530364372,0.9407114624505929,247.0
accuracy,0.9178082191780822,0.9178082191780822,0.9178082191780822,0.9178082191780822
macro avg,0.9170066292707802,0.892798325670761,0.9033914455110108,365.0
weighted avg,0.91768247958478,0.9178082191780822,0.9165812597170547,365.0
